speaker,video_id,interval_id,valid,duration,start_time_string,end_time_string,video_link,video_fn,start_time,end_time,org_start_time,org_end_time,max_frames_token,valid_duration,valid_single_token_per_frame,video_downloded,valid_hd5,valid_max_token_duration,valid_frames_count
oliver,KUdHIatS36A,214930,True,14.681348000000002,00:00:31.6,00:00:45.74,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:00:31.060000,0 days 00:00:45.740000,0 days 00:00:31.060000,0 days 00:00:45.740000,24,True,True,False,True,True,True
oliver,KUdHIatS36A,215060,True,43.043043,00:12:18.80,00:13:01.84,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:12:18.800000,0 days 00:13:01.840000,0 days 00:12:18.800000,0 days 00:13:01.840000,39,True,True,False,True,True,True
oliver,KUdHIatS36A,215408,False,13.013013,00:05:38.17,00:05:51.18,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:05:38.170000,0 days 00:05:51.180000,0 days 00:05:38.170000,0 days 00:05:51.180000,76,True,True,False,True,False,True
oliver,KUdHIatS36A,215410,False,10.677344,00:05:52.25,00:06:02.92,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:05:52.250000,0 days 00:06:02.920000,0 days 00:05:52.250000,0 days 00:06:02.920000,110,True,True,False,True,False,True
oliver,KUdHIatS36A,215411,False,9.075742,00:06:03.6,00:06:12.13,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:06:03.060000,0 days 00:06:12.130000,0 days 00:06:03.060000,0 days 00:06:12.130000,74,True,True,False,True,False,True
oliver,KUdHIatS36A,215413,False,1.267935,00:06:12.93,00:06:14.20,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:06:12.930000,0 days 00:06:14.200000,0 days 00:06:12.930000,0 days 00:06:14.200000,17,False,True,False,True,True,True
oliver,KUdHIatS36A,215414,True,9.876543,00:06:14.34,00:06:24.21,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:06:14.340000,0 days 00:06:24.210000,0 days 00:06:14.340000,0 days 00:06:24.210000,45,True,True,False,True,True,True
oliver,KUdHIatS36A,215435,True,9.743076,00:01:11.43,00:01:21.18,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:01:11.430000,0 days 00:01:21.180000,0 days 00:01:11.430000,0 days 00:01:21.180000,23,True,True,False,True,True,True
oliver,KUdHIatS36A,215465,True,9.80981,00:02:39.2,00:02:48.83,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:02:39.020000,0 days 00:02:48.830000,0 days 00:02:39.020000,0 days 00:02:48.830000,45,True,True,False,True,True,True
oliver,KUdHIatS36A,215466,False,1.534868,00:02:48.96,00:02:50.50,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:02:48.960000,0 days 00:02:50.500000,0 days 00:02:48.960000,0 days 00:02:50.500000,17,False,True,False,True,True,True
oliver,KUdHIatS36A,215467,False,4.270938,00:02:50.63,00:02:54.90,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:02:50.630000,0 days 00:02:54.900000,0 days 00:02:50.630000,0 days 00:02:54.900000,-1,True,False,False,False,False,False
oliver,KUdHIatS36A,215468,False,1.401402,00:02:55.4,00:02:56.44,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:02:55.040000,0 days 00:02:56.440000,0 days 00:02:55.040000,0 days 00:02:56.440000,9,False,True,False,True,True,True
oliver,KUdHIatS36A,215470,False,1.668335,00:02:57.51,00:02:59.17,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:02:57.510000,0 days 00:02:59.170000,0 days 00:02:57.510000,0 days 00:02:59.170000,18,False,True,False,True,True,True
oliver,KUdHIatS36A,215477,False,1.735068,00:03:01.44,00:03:03.18,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:03:01.440000,0 days 00:03:03.180000,0 days 00:03:01.440000,0 days 00:03:03.180000,-1,False,False,False,False,False,False
oliver,KUdHIatS36A,215478,False,1.134468,00:03:03.31,00:03:04.45,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:03:03.310000,0 days 00:03:04.450000,0 days 00:03:03.310000,0 days 00:03:04.450000,-1,False,False,False,False,False,False
oliver,KUdHIatS36A,215664,False,7.674341,00:02:08.66,00:02:16.33,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:02:08.660000,0 days 00:02:16.330000,0 days 00:02:08.660000,0 days 00:02:16.330000,63,True,True,False,True,False,True
oliver,KUdHIatS36A,215665,True,8.675342,00:02:16.46,00:02:25.14,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:02:16.460000,0 days 00:02:25.140000,0 days 00:02:16.460000,0 days 00:02:25.140000,31,True,True,False,True,True,True
oliver,KUdHIatS36A,215736,True,5.805806,00:13:08.98,00:13:14.79,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:13:08.980000,0 days 00:13:14.790000,0 days 00:13:08.980000,0 days 00:13:14.790000,28,True,True,False,True,True,True
oliver,KUdHIatS36A,215738,False,24.758091,00:13:15.32,00:13:40.8,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:13:15.320000,0 days 00:13:40.080000,0 days 00:13:15.320000,0 days 00:13:40.080000,60,True,True,False,True,False,True
oliver,KUdHIatS36A,215743,True,8.141475,00:13:41.2,00:13:49.16,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:13:41.020000,0 days 00:13:49.160000,0 days 00:13:41.020000,0 days 00:13:49.160000,20,True,True,False,True,True,True
oliver,KUdHIatS36A,215782,True,15.615615,00:03:07.58,00:03:23.20,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:03:07.580000,0 days 00:03:23.200000,0 days 00:03:07.580000,0 days 00:03:23.200000,27,True,True,False,True,True,True
oliver,KUdHIatS36A,215879,False,9.476143,00:10:25.59,00:10:35.6,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:10:25.590000,0 days 00:10:35.060000,0 days 00:10:25.590000,0 days 00:10:35.060000,115,True,True,False,True,False,True
oliver,KUdHIatS36A,215880,True,29.562896,00:10:35.20,00:11:04.76,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:10:35.200000,0 days 00:11:04.760000,0 days 00:10:35.200000,0 days 00:11:04.760000,30,True,True,False,True,True,True
oliver,KUdHIatS36A,216086,False,2.068735,00:03:47.96,00:03:50.3,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:03:47.960000,0 days 00:03:50.030000,0 days 00:03:47.960000,0 days 00:03:50.030000,-1,False,False,False,False,False,False
oliver,KUdHIatS36A,216087,False,1.668335,00:03:50.16,00:03:51.83,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:03:50.160000,0 days 00:03:51.830000,0 days 00:03:50.160000,0 days 00:03:51.830000,-1,False,False,False,False,False,False
oliver,KUdHIatS36A,216088,False,3.870537,00:03:51.96,00:03:55.83,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:03:51.960000,0 days 00:03:55.830000,0 days 00:03:51.960000,0 days 00:03:55.830000,-1,False,False,False,False,False,False
oliver,KUdHIatS36A,216094,False,2.068736,00:03:58.57,00:04:00.64,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:03:58.570000,0 days 00:04:00.640000,0 days 00:03:58.570000,0 days 00:04:00.640000,14,False,True,False,True,True,True
oliver,KUdHIatS36A,216096,False,14.280948,00:04:01.4,00:04:15.32,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:04:01.040000,0 days 00:04:15.320000,0 days 00:04:01.040000,0 days 00:04:15.320000,99,True,True,False,True,False,True
oliver,KUdHIatS36A,216245,True,6.006006,00:01:33.9,00:01:39.9,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:01:33.090000,0 days 00:01:39.090000,0 days 00:01:33.090000,0 days 00:01:39.090000,54,True,True,False,True,True,True
oliver,KUdHIatS36A,216246,True,16.349683,00:01:39.23,00:01:55.58,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:01:39.230000,0 days 00:01:55.580000,0 days 00:01:39.230000,0 days 00:01:55.580000,16,True,True,False,True,True,True
oliver,KUdHIatS36A,216260,True,10.944277,00:14:00.17,00:14:11.11,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:14:00.170000,0 days 00:14:11.110000,0 days 00:14:00.170000,0 days 00:14:11.110000,27,True,True,False,True,True,True
oliver,KUdHIatS36A,216261,False,1.601602,00:14:11.25,00:14:12.85,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:14:11.250000,0 days 00:14:12.850000,0 days 00:14:11.250000,0 days 00:14:12.850000,7,False,True,False,True,True,True
oliver,KUdHIatS36A,216583,False,2.93627,00:14:30.70,00:14:33.64,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:14:30.700000,0 days 00:14:33.640000,0 days 00:14:30.700000,0 days 00:14:33.640000,25,False,True,False,True,True,True
oliver,KUdHIatS36A,216584,True,4.938271,00:14:33.77,00:14:38.71,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:14:33.770000,0 days 00:14:38.710000,0 days 00:14:33.770000,0 days 00:14:38.710000,12,True,True,False,True,True,True
oliver,KUdHIatS36A,216586,True,7.407408,00:14:39.71,00:14:47.12,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:14:39.710000,0 days 00:14:47.120000,0 days 00:14:39.710000,0 days 00:14:47.120000,26,True,True,False,True,True,True
oliver,KUdHIatS36A,216587,True,19.619619,00:14:47.25,00:15:06.87,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:14:47.250000,0 days 00:15:06.870000,0 days 00:14:47.250000,0 days 00:15:06.870000,14,True,True,False,True,True,True
oliver,KUdHIatS36A,216631,True,8.608608,00:00:57.65,00:01:06.26,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:00:57.650000,0 days 00:01:06.260000,0 days 00:00:57.650000,0 days 00:01:06.260000,33,True,True,False,True,True,True
oliver,KUdHIatS36A,216632,False,1.935269,00:01:06.39,00:01:08.33,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:01:06.390000,0 days 00:01:08.330000,0 days 00:01:06.390000,0 days 00:01:08.330000,-1,False,False,False,False,False,False
oliver,KUdHIatS36A,216739,True,18.551885,00:09:23.59,00:09:42.14,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:09:23.590000,0 days 00:09:42.140000,0 days 00:09:23.590000,0 days 00:09:42.140000,48,True,True,False,True,True,True
oliver,KUdHIatS36A,216740,True,20.086754,00:09:42.28,00:10:02.36,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:09:42.280000,0 days 00:10:02.360000,0 days 00:09:42.280000,0 days 00:10:02.360000,44,True,True,False,True,True,True
oliver,KUdHIatS36A,216741,False,1.735068,00:10:02.50,00:10:04.23,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:10:02.500000,0 days 00:10:04.230000,0 days 00:10:02.500000,0 days 00:10:04.230000,11,False,True,False,True,True,True
oliver,KUdHIatS36A,216742,False,1.267934,00:10:04.37,00:10:05.63,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:10:04.370000,0 days 00:10:05.630000,0 days 00:10:04.370000,0 days 00:10:05.630000,10,False,True,False,True,True,True
oliver,KUdHIatS36A,216884,True,14.681348000000002,00:11:48.27,00:12:02.95,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:11:48.270000,0 days 00:12:02.950000,0 days 00:11:48.270000,0 days 00:12:02.950000,14,True,True,False,True,True,True
oliver,KUdHIatS36A,216958,False,1.134468,00:11:21.88,00:11:23.1,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:11:21.880000,0 days 00:11:23.010000,0 days 00:11:21.880000,0 days 00:11:23.010000,-1,False,False,False,False,False,False
oliver,KUdHIatS36A,216959,False,17.083751,00:11:23.14,00:11:40.23,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:11:23.140000,0 days 00:11:40.230000,0 days 00:11:23.140000,0 days 00:11:40.230000,80,True,True,False,True,False,True
oliver,KUdHIatS36A,217047,True,11.678345,00:08:55.3,00:09:06.71,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:08:55.030000,0 days 00:09:06.710000,0 days 00:08:55.030000,0 days 00:09:06.710000,18,True,True,False,True,True,True
oliver,KUdHIatS36A,217054,False,9.743076,00:06:49.4,00:06:58.78,http://www.youtube.com/watch?v=KUdHIatS36A,Ferguson_MO_and_Police_Militarization_-_Last_Week_Tonight_with_John_Oliver_HBO-KUdHIatS36A.mkv,0 days 00:06:49.040000,0 days 00:06:58.780000,0 days 00:06:49.040000,0 days 00:06:58.780000,98,True,True,False,True,False,True
oliver,pf1t7cs9dkc,214260,True,17.066666,00:13:07.56,00:13:24.63,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:13:07.560000,0 days 00:13:24.630000,0 days 00:13:07.560000,0 days 00:13:24.630000,40,True,True,False,True,True,True
oliver,pf1t7cs9dkc,214261,False,4.266666000000002,00:13:24.76,00:13:29.3,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:13:24.760000,0 days 00:13:29.030000,0 days 00:13:24.760000,0 days 00:13:29.030000,-1,True,False,False,False,False,False
oliver,pf1t7cs9dkc,214263,False,1.933333,00:13:29.70,00:13:31.63,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:13:29.700000,0 days 00:13:31.630000,0 days 00:13:29.700000,0 days 00:13:31.630000,10,False,True,False,True,True,True
oliver,pf1t7cs9dkc,214265,True,4.533333,00:13:31.96,00:13:36.50,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:13:31.960000,0 days 00:13:36.500000,0 days 00:13:31.960000,0 days 00:13:36.500000,9,True,True,False,True,True,True
oliver,pf1t7cs9dkc,214272,False,10.666666,00:13:39.96,00:13:50.63,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:13:39.960000,0 days 00:13:50.630000,0 days 00:13:39.960000,0 days 00:13:50.630000,84,True,True,False,True,False,True
oliver,pf1t7cs9dkc,214273,False,48.266666,00:13:50.76,00:14:39.3,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:13:50.760000,0 days 00:14:39.030000,0 days 00:13:50.760000,0 days 00:14:39.030000,78,True,True,False,True,False,True
oliver,pf1t7cs9dkc,214282,False,2.5333330000000003,00:05:05.56,00:05:08.10,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:05:05.560000,0 days 00:05:08.100000,0 days 00:05:05.560000,0 days 00:05:08.100000,13,False,True,False,True,True,True
oliver,pf1t7cs9dkc,214283,True,12.133334,00:05:08.23,00:05:20.36,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:05:08.230000,0 days 00:05:20.360000,0 days 00:05:08.230000,0 days 00:05:20.360000,27,True,True,False,True,True,True
oliver,pf1t7cs9dkc,214284,False,1.933333,00:05:20.50,00:05:22.43,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:05:20.500000,0 days 00:05:22.430000,0 days 00:05:20.500000,0 days 00:05:22.430000,10,False,True,False,True,True,True
oliver,pf1t7cs9dkc,214340,False,11.266666,00:10:46.56,00:10:57.83,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:10:46.560000,0 days 00:10:57.830000,0 days 00:10:46.560000,0 days 00:10:57.830000,66,True,True,False,True,False,True
oliver,pf1t7cs9dkc,214341,False,46.266666,00:10:57.96,00:11:44.23,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:10:57.960000,0 days 00:11:44.230000,0 days 00:10:57.960000,0 days 00:11:44.230000,69,True,True,False,True,False,True
oliver,pf1t7cs9dkc,214601,False,5.3333330000000005,00:15:04.56,00:15:09.90,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:15:04.560000,0 days 00:15:09.900000,0 days 00:15:04.560000,0 days 00:15:09.900000,73,True,True,False,True,False,True
oliver,pf1t7cs9dkc,214602,False,23.466667,00:15:10.3,00:15:33.50,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:15:10.030000,0 days 00:15:33.500000,0 days 00:15:10.030000,0 days 00:15:33.500000,114,True,True,False,True,False,True
oliver,pf1t7cs9dkc,214603,False,50.8,00:15:33.63,00:16:24.43,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:15:33.630000,0 days 00:16:24.430000,0 days 00:15:33.630000,0 days 00:16:24.430000,64,True,True,False,True,False,True
oliver,pf1t7cs9dkc,214604,False,1.2,00:16:24.56,00:16:25.76,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:16:24.560000,0 days 00:16:25.760000,0 days 00:16:24.560000,0 days 00:16:25.760000,16,False,True,False,True,True,True
oliver,pf1t7cs9dkc,214605,True,8.6,00:16:25.90,00:16:34.50,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:16:25.900000,0 days 00:16:34.500000,0 days 00:16:25.900000,0 days 00:16:34.500000,11,True,True,False,True,True,True
oliver,pf1t7cs9dkc,214608,False,11.0,00:16:34.96,00:16:45.96,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:16:34.960000,0 days 00:16:45.960000,0 days 00:16:34.960000,0 days 00:16:45.960000,84,True,True,False,True,False,True
oliver,pf1t7cs9dkc,214796,True,7.4,00:04:18.56,00:04:25.96,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:04:18.560000,0 days 00:04:25.960000,0 days 00:04:18.560000,0 days 00:04:25.960000,16,True,True,False,True,True,True
oliver,pf1t7cs9dkc,214797,False,19.266667,00:04:26.10,00:04:45.36,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:04:26.100000,0 days 00:04:45.360000,0 days 00:04:26.100000,0 days 00:04:45.360000,99,True,True,False,True,False,True
oliver,pf1t7cs9dkc,214923,False,26.4,00:00:33.56,00:00:59.96,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:00:33.560000,0 days 00:00:59.960000,0 days 00:00:33.560000,0 days 00:00:59.960000,77,True,True,False,True,False,True
oliver,pf1t7cs9dkc,214928,False,1.266667,00:01:02.90,00:01:04.16,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:01:02.900000,0 days 00:01:04.160000,0 days 00:01:02.900000,0 days 00:01:04.160000,19,False,True,False,True,True,True
oliver,pf1t7cs9dkc,214929,False,15.933333,00:01:04.30,00:01:20.23,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:01:04.300000,0 days 00:01:20.230000,0 days 00:01:04.300000,0 days 00:01:20.230000,79,True,True,False,True,False,True
oliver,pf1t7cs9dkc,215369,False,2.733333,00:09:49.56,00:09:52.30,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:09:49.560000,0 days 00:09:52.300000,0 days 00:09:49.560000,0 days 00:09:52.300000,14,False,True,False,True,True,True
oliver,pf1t7cs9dkc,215379,True,34.4,00:09:54.90,00:10:29.30,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:09:54.900000,0 days 00:10:29.300000,0 days 00:09:54.900000,0 days 00:10:29.300000,25,True,True,False,True,True,True
oliver,pf1t7cs9dkc,215441,False,20.666666,00:01:25.76,00:01:46.43,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:01:25.760000,0 days 00:01:46.430000,0 days 00:01:25.760000,0 days 00:01:46.430000,87,True,True,False,True,False,True
oliver,pf1t7cs9dkc,215443,False,18.6,00:01:46.70,00:02:05.30,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:01:46.700000,0 days 00:02:05.300000,0 days 00:01:46.700000,0 days 00:02:05.300000,109,True,True,False,True,False,True
oliver,pf1t7cs9dkc,215445,True,13.866666,00:02:06.36,00:02:20.23,http://www.youtube.com/watch?v=pf1t7cs9dkc,Floods_-_Last_Week_Tonight_with_John_Oliver_HBO-pf1t7cs9dkc.mkv,0 days 00:02:06.360000,0 days 00:02:20.230000,0 days 00:02:06.360000,0 days 00:02:20.230000,35,True,True,False,True,True,True
